10,2,2,1,1,1,1,1
10,2,2,1,1,1,1,1
10,2,2,1,1,1,1,1
10,2,2,1,1,1,1,1
13,2,5,1,2,1,1,0
13,2,5,1,2,1,1,0
10,3,6,1,1,1,1,1
10,4,3,1,1,1,1,1
10,3,6,1,1,1,1,1
12,4,8,1,1,1,1,1
15,11,3,1,1,1,1,1
11,8,3,0,2,1,1,1
11,8,3,0,2,1,1,1
12,10,2,1,1,1,1,1
16,7,2,0,2,1,1,1
12,10,2,1,1,1,1,1
12,10,2,1,1,1,1,1
12,10,2,1,1,1,1,1
16,7,2,0,2,1,1,1
20,11,6,1,1,1,1,1
23,3,11,1,1,1,1,1
28,6,4,0,2,1,1,1
24,8,3,1,1,1,1,1
39,5,7,1,1,1,1,1
23,9,4,0,1,1,1,1
23,11,4,0,1,1,1,1
32,6,8,0,1,2,1,1
30,8,5,1,2,1,1,0
22,3,11,1,2,1,1,0
27,3,7,1,1,1,1,1
32,6,4,1,1,1,1,1
33,3,8,1,1,1,1,1
22,3,11,1,2,1,1,0
25,5,5,1,1,1,1,1
31,4,10,1,1,1,1,1
35,4,11,1,1,1,1,1
21,5,6,0,2,1,1,1
25,4,7,0,2,1,1,1
29,6,5,1,1,1,1,1
54,9,3,1,2,1,1,0
38,9,5,0,2,1,1,1
58,11,5,1,1,2,1,0
29,6,5,1,1,1,1,1
33,6,5,1,2,1,1,0
38,4,8,1,1,1,1,1
44,8,6,0,2,1,1,1
29,5,6,0,2,1,1,1
55,4,9,1,1,1,1,1
37,7,4,0,2,1,1,1
44,8,6,0,2,1,1,1
28,6,4,0,2,1,1,1
33,5,9,0,2,1,1,1
34,6,4,0,2,1,1,1
22,7,5,0,1,2,1,1
44,8,6,0,2,1,1,1
29,9,4,0,1,2,1,1
36,6,3,1,2,1,1,0
22,8,3,0,2,1,1,1
104,10,10,0,2,1,1,1
48,4,11,1,1,1,1,1
79,5,11,1,1,1,1,1
41,11,2,1,2,1,1,0
61,6,11,1,2,1,1,0
52,10,3,0,2,1,1,1
