10,2,2,1,1,0,2,1
10,2,2,1,1,0,2,1
10,3,4,1,1,0,0,1
13,5,2,0,1,0,0,1
12,2,3,0,2,1,0,0
15,2,2,0,2,0,1,1
16,2,3,1,1,0,0,1
18,5,2,0,2,0,0,1
21,2,6,0,1,0,1,0
21,2,6,0,1,0,1,0
21,2,6,0,1,0,1,0
18,5,2,0,2,0,0,1
25,3,2,1,1,0,2,1
28,4,2,1,1,0,1,1
44,6,2,1,1,0,1,1
20,3,2,1,1,0,1,1
24,3,2,1,1,0,1,1
25,4,2,0,1,0,1,1
32,6,2,0,1,0,1,1
20,3,2,1,1,0,1,1
44,6,2,1,1,0,1,1
28,4,2,1,1,0,1,1
34,4,3,1,1,0,1,0
56,4,2,1,1,0,1,0
23,5,2,1,1,0,1,0
24,2,11,1,1,1,2,0
32,6,2,0,1,0,1,1
34,4,3,1,1,0,1,0
21,3,3,1,1,0,1,0
24,2,11,1,1,1,2,0
52,6,2,1,1,0,1,0
39,3,2,1,1,0,1,0
21,3,3,1,1,0,1,0
25,5,2,0,1,0,1,1
32,5,2,1,1,0,2,1
34,5,2,1,1,0,1,1
21,7,2,0,1,0,1,1
25,2,11,1,1,0,0,1
32,6,2,0,1,0,1,1
34,5,2,1,1,0,1,1
21,3,3,1,1,0,1,0
24,6,2,1,1,0,1,0
45,3,5,1,1,0,1,0
29,5,2,1,1,0,1,0
31,3,3,0,1,1,1,0
23,5,2,1,1,0,1,0
45,3,5,1,1,0,1,0
34,5,2,1,1,0,1,1
58,7,2,1,1,0,1,0
25,5,2,0,1,0,1,1
47,6,2,1,1,0,1,0
74,6,2,0,1,0,1,1
92,3,8,1,1,1,1,0
39,7,2,1,1,0,1,0
25,3,3,1,1,0,1,1
30,6,2,0,1,0,1,0
92,3,8,1,1,1,1,0
37,7,2,1,1,0,1,0
25,5,2,0,1,0,1,1
33,6,2,1,1,0,1,0
92,3,8,1,1,1,1,0
39,7,2,1,1,0,1,0
25,5,2,0,1,0,1,1
30,6,2,0,1,0,1,0
