10,2,2,1,1,0,1,1
10,2,2,1,1,0,1,1
10,2,2,1,1,0,1,1
10,2,2,1,1,0,1,1
12,2,4,1,1,0,0,1
13,2,3,1,1,1,0,1
14,6,2,1,1,0,0,1
15,9,2,1,0,1,0,0
16,3,2,1,1,1,1,0
18,9,2,1,1,0,0,0
18,9,2,1,1,0,0,0
20,3,3,1,1,1,0,1
19,2,8,1,1,1,0,0
31,4,2,1,1,0,1,0
16,2,6,1,1,1,1,0
20,7,2,1,1,0,1,0
23,4,3,1,1,1,1,0
16,3,4,0,1,1,0,0
15,2,4,1,1,1,0,0
20,3,2,1,1,0,1,0
25,3,3,0,1,1,1,1
26,2,11,1,1,1,1,0
16,2,6,1,1,1,1,0
21,4,2,0,1,1,2,0
23,4,3,1,1,1,1,0
26,9,2,0,1,0,1,0
33,5,2,1,1,0,1,0
20,3,2,1,1,0,1,0
23,4,3,1,1,1,1,0
26,9,2,0,1,0,1,0
33,5,2,1,1,0,1,0
38,8,2,1,1,1,1,1
43,5,2,1,1,1,1,0
27,8,2,1,1,0,1,0
44,5,3,0,1,1,1,0
57,4,4,0,1,0,1,1
38,3,7,1,1,0,1,1
24,3,3,1,1,1,1,0
31,9,2,1,1,0,1,0
53,9,2,0,1,1,1,0
39,8,2,1,1,1,1,0
25,3,3,0,1,1,1,1
28,6,2,1,1,1,1,0
34,5,2,1,1,1,1,0
40,3,4,1,1,1,1,1
23,4,3,1,1,1,1,0
27,8,2,1,1,0,1,0
69,11,2,0,2,0,1,0
35,3,7,0,1,0,1,0
41,7,2,1,1,0,1,1
28,4,3,1,1,0,1,0
49,4,4,1,1,0,1,0
51,6,3,1,1,0,1,0
41,7,2,1,1,0,1,1
21,7,2,1,1,0,0,0
32,5,2,1,1,0,1,0
34,7,2,1,1,1,1,0
41,6,3,1,1,0,1,0
25,3,3,0,1,1,1,1
29,6,2,1,1,1,1,0
34,7,2,1,1,1,1,0
39,7,2,1,1,1,1,1
23,4,3,1,1,1,1,0
31,3,3,1,1,0,1,0
