10,2,2,1,1,1,1,1
10,2,2,1,1,1,1,1
10,2,2,1,1,1,1,1
10,2,2,1,1,1,1,1
13,2,4,1,2,1,0,1
15,2,3,1,1,1,0,0
12,3,8,1,1,1,1,1
12,3,4,1,2,1,0,1
14,4,2,1,1,1,1,1
13,2,4,1,2,1,0,1
24,4,2,1,1,1,1,0
21,5,2,0,2,1,1,1
24,4,2,1,1,1,1,0
16,2,5,1,1,0,1,1
15,2,5,1,1,1,2,0
17,5,2,1,2,0,1,1
25,7,2,1,1,1,1,0
27,10,2,1,1,1,1,0
22,11,2,0,1,1,1,0
16,4,4,1,1,1,0,1
23,10,2,1,1,1,0,0
26,10,2,0,1,1,1,0
31,8,2,1,1,0,1,0
37,9,2,1,1,1,1,1
22,9,2,1,1,0,0,1
28,4,3,1,1,1,1,1
31,8,2,1,1,0,1,0
40,8,2,1,1,0,1,1
22,9,2,1,1,0,0,1
28,4,3,1,1,1,1,1
48,11,2,1,2,0,1,0
53,9,2,0,1,0,1,1
22,9,2,1,1,0,0,1
42,10,2,1,2,0,1,1
32,4,3,1,1,1,1,1
55,9,2,0,1,1,1,0
21,7,2,1,0,1,1,1
44,5,2,1,1,0,1,0
31,9,2,0,1,1,1,1
53,9,2,0,1,0,1,1
20,9,2,1,1,0,1,1
41,10,2,1,1,0,1,0
28,3,4,1,1,0,1,0
33,11,2,0,1,0,1,1
33,3,4,1,1,0,1,0
24,4,4,1,2,1,1,0
30,8,2,1,1,1,1,0
51,6,3,1,1,1,1,1
37,3,7,1,1,0,1,1
22,9,2,1,1,0,0,1
25,3,9,0,1,0,1,1
33,3,4,1,1,0,1,0
36,8,2,0,2,1,1,0
22,9,2,1,1,0,0,1
25,7,2,1,1,1,1,0
33,3,4,1,1,0,1,0
37,3,7,1,1,0,1,1
42,5,2,0,1,1,1,1
28,5,2,1,1,1,1,0
30,10,2,1,1,0,1,0
35,3,8,1,1,0,1,1
41,11,2,1,1,0,1,0
44,7,2,1,1,0,1,0
29,11,2,0,2,0,1,0
