10,2,2,1,1,1,0,1
10,2,2,1,1,1,0,1
10,2,2,1,1,1,0,1
10,2,2,1,1,1,0,1
13,2,5,1,1,0,1,1
14,2,3,1,1,1,1,1
16,2,3,1,1,1,1,1
14,7,3,1,0,1,1,1
15,3,2,1,1,1,0,1
15,3,2,1,1,1,0,1
22,5,2,1,1,1,1,0
15,3,2,1,1,1,0,1
24,3,2,1,1,1,1,1
15,2,5,1,2,1,1,0
17,10,2,1,1,1,0,0
20,3,3,1,1,1,1,1
24,4,3,1,1,1,0,0
26,4,2,1,1,0,1,1
36,8,2,0,2,0,1,1
20,9,2,0,1,1,0,0
24,3,2,1,1,1,1,1
28,7,2,1,1,1,1,0
34,5,2,1,1,0,1,0
35,3,4,1,1,0,1,0
23,8,2,1,1,1,1,1
24,2,9,1,1,1,1,1
31,5,3,1,1,0,1,0
40,8,2,1,1,1,1,0
42,5,2,1,1,0,1,1
24,2,9,1,1,1,1,1
33,9,2,0,1,0,1,0
34,3,5,1,1,1,1,0
22,8,3,1,1,1,0,0
24,2,9,1,1,1,1,1
29,8,2,1,1,0,1,0
35,3,5,1,1,1,1,1
21,7,2,1,1,1,0,1
18,2,11,1,2,1,0,1
29,8,2,1,1,0,1,0
35,5,2,1,1,0,1,1
21,7,2,1,1,1,0,1
25,3,3,1,1,1,1,0
31,3,3,1,1,1,1,0
34,3,5,1,1,1,1,0
31,3,3,1,1,1,1,0
44,11,2,0,2,0,1,0
27,7,2,1,1,1,1,1
34,5,2,1,1,0,1,0
35,3,4,1,1,0,1,0
21,3,4,1,1,1,1,0
29,8,2,1,1,0,1,0
48,4,4,1,1,1,1,0
45,4,7,0,2,1,1,0
42,5,2,1,1,0,1,1
66,10,2,0,1,0,1,1
32,9,2,1,1,1,1,1
36,3,7,1,1,0,1,0
31,6,3,1,1,0,1,0
42,4,6,0,1,1,1,1
31,9,2,1,1,1,1,0
35,3,5,1,1,1,1,1
39,8,2,1,1,0,1,1
42,4,6,0,1,1,1,1
30,3,3,1,1,0,1,1
