745,755,10,2,2,0.5515894338176276,2,1,2,1,false,0.0
745,760,10,2,2,0.9001930433901314,16,2,16,2,false,0.8666666666666667
745,765,10,3,4,0.8425338728615842,36,3,32,2,false,0.75
745,770,13,5,2,0.8366346828243015,61,4,53,2,false,0.8
745,775,12,2,3,0.9485797678051004,50,5,38,2,false,0.9
745,780,15,2,2,0.8784363216342872,54,6,46,2,false,0.9714285714285714
745,785,16,2,3,0.9508189259847782,66,7,54,2,false,0.975
745,790,18,5,2,0.8002605561102086,136,8,118,2,false,0.9777777777777777
745,795,21,2,6,0.7729844983251162,82,10,50,2,true,1.0
745,800,21,2,6,0.7865023169452436,92,12,52,2,false,0.9818181818181818
745,805,21,2,6,0.7720281095967827,98,13,54,2,false,0.9666666666666667
745,810,18,5,2,0.7925789276227992,207,13,192,2,true,1.0
745,815,25,3,2,0.8921291883753061,135,15,136,2,false,0.9857142857142858
745,820,28,4,2,0.8755415001449676,164,14,172,2,false,0.96
745,825,44,6,2,0.855942447552805,204,15,152,2,false,0.95
745,830,20,3,2,0.8210308127253149,162,17,192,2,false,0.9882352941176471
745,835,24,3,2,0.8539948106805899,160,15,197,2,true,1.0
745,840,25,4,2,0.8310615577241773,212,16,272,2,false,0.9578947368421052
745,845,32,6,2,0.8209357890076449,306,16,370,2,false,0.97
745,850,20,3,2,0.8230157754079876,197,18,248,2,true,1.0
745,855,44,6,2,0.8410696254924788,314,19,390,2,false,0.9727272727272728
745,860,28,4,2,0.8604056282717638,248,18,340,2,false,0.9739130434782609
745,865,34,4,3,0.8831614680723021,304,20,332,2,true,1.0
745,870,56,4,2,1.1127216633991674,248,19,260,2,false,0.984
745,875,23,5,2,0.7998812491927019,359,22,508,2,true,1.0
745,880,24,2,11,0.780134848865385,260,22,228,2,true,1.0
745,885,32,6,2,0.8243259533866614,398,23,578,2,false,0.9857142857142858
745,890,34,4,3,0.8825193779472355,380,23,424,2,false,0.9793103448275862
745,895,21,3,3,0.7840749674298853,303,25,378,2,false,0.9933333333333333
745,900,24,2,11,0.7774716990592497,280,23,268,2,false,0.9806451612903225
745,905,52,6,2,0.8817581105024989,462,24,634,2,false,0.98125
745,910,39,3,2,1.0526760140576832,263,21,359,2,true,1.0
745,915,21,3,3,0.7746951241643915,323,26,436,2,false,0.9941176470588236
745,920,25,5,2,0.8093544877432888,426,27,687,2,false,0.9942857142857143
745,925,32,5,2,0.8325416647638268,416,27,701,2,true,1.0
745,930,34,5,2,0.8372046918090819,434,24,686,2,false,0.9891891891891892
745,935,21,7,2,0.7572269556399089,698,40,1128,3,false,0.9947368421052631
745,940,25,2,11,0.7888727470090793,326,30,346,2,true,1.0
745,945,32,6,2,0.8095990680892435,520,28,898,2,false,0.995
745,950,34,5,2,0.8336539438061338,459,26,774,2,false,0.9951219512195122
745,955,21,3,3,0.7583882829845922,393,31,552,2,true,1.0
745,960,24,6,2,0.7733190167363495,566,31,1068,2,false,0.9906976744186047
745,965,45,3,5,0.9054252023682705,400,33,506,2,false,0.9863636363636363
745,970,29,5,2,0.8180534681622713,524,31,917,2,false,0.9777777777777777
745,975,31,3,3,0.9272800367659928,443,30,568,2,true,1.0
745,980,23,5,2,0.7749006711957536,511,35,997,2,true,1.0
745,985,45,3,5,0.910097527547963,443,35,562,2,false,0.9875
745,990,34,5,2,0.8278000893236823,532,34,956,2,true,1.0
745,995,58,7,2,0.8588693398170222,793,37,1295,2,false,0.984
745,1000,25,5,2,0.7930635814927725,534,33,1051,2,true,1.0
745,1005,47,6,2,0.8498831681022629,676,39,1232,2,false,0.9884615384615385
745,1010,74,6,2,1.0243619154254868,688,33,1100,2,false,0.9962264150943396
745,1015,92,3,8,0.8947797042347228,480,35,523,2,true,1.0
745,1020,39,7,2,0.8022336655567315,870,36,1543,2,false,0.9927272727272727
745,1025,25,3,3,0.8453223911499572,506,35,738,2,false,0.9964285714285714
745,1030,30,6,2,0.7980778147875909,766,36,1388,2,false,0.9964912280701754
745,1035,92,3,8,0.8954625423562242,513,36,577,2,true,1.0
745,1040,37,7,2,0.7966668463904576,857,37,1627,2,false,0.9864406779661017
745,1045,25,5,2,0.7941709201312419,614,39,1258,2,false,0.9966666666666667
745,1050,33,6,2,0.8089051293301608,764,39,1434,2,true,1.0
745,1055,92,3,8,0.8948103018570397,551,39,633,2,true,1.0
745,1060,39,7,2,0.8024110933357229,997,39,1803,2,false,0.9936507936507937
745,1065,25,5,2,0.7935729444297224,636,41,1346,2,false,0.996875
745,1070,30,6,2,0.7982795694554226,844,43,1596,2,true,1.0
