10,2,2,1,2,0,0,0
10,2,2,1,2,0,0,0
10,2,4,1,2,0,0,0
10,2,4,1,2,0,0,0
13,2,2,1,1,0,1,0
15,2,2,1,2,0,0,0
15,2,3,1,1,0,1,0
16,4,2,1,2,0,0,0
20,6,2,1,1,0,0,0
20,6,2,1,1,0,0,0
21,7,2,0,2,0,0,0
21,7,2,0,2,0,0,0
14,2,4,0,2,0,2,0
15,2,4,1,1,0,0,1
14,2,4,0,2,0,2,0
21,3,3,0,1,0,1,1
22,2,11,1,1,0,1,0
23,2,9,1,1,0,1,0
15,2,4,1,1,0,0,1
20,2,6,1,1,1,0,0
22,3,4,1,2,1,1,0
14,2,4,0,2,0,2,0
13,2,4,0,1,0,1,0
21,4,2,1,2,0,1,0
22,5,2,1,1,0,1,0
23,2,9,1,1,0,1,0
32,6,2,0,1,0,1,0
55,4,4,1,1,0,1,0
24,5,2,1,1,0,1,0
23,2,8,1,2,0,0,0
49,3,2,1,1,0,1,0
57,4,2,1,1,0,1,0
22,5,2,1,1,0,1,0
23,2,8,1,2,0,0,0
47,8,2,0,1,0,1,0
55,4,2,1,1,0,1,1
21,3,3,0,1,0,1,1
24,5,2,1,1,0,1,0
31,6,2,1,1,0,1,0
55,4,4,1,1,0,1,0
40,3,5,0,1,0,1,0
25,5,2,0,1,1,1,0
24,2,8,1,1,0,1,0
55,4,4,1,1,0,1,0
40,3,5,0,1,0,1,0
25,5,2,0,1,1,1,0
67,4,2,1,1,0,1,0
54,4,2,1,1,0,1,0
59,4,2,1,1,0,1,0
25,5,2,0,1,1,1,0
21,2,9,0,1,0,1,0
69,5,2,1,1,0,1,0
39,3,4,1,1,0,1,0
23,3,3,1,1,1,0,1
21,2,9,0,1,0,1,0
70,6,2,1,1,0,1,0
55,4,4,1,1,0,1,0
21,3,3,0,1,0,1,1
70,6,2,1,1,0,1,0
52,8,2,0,1,1,1,0
102,4,7,1,1,1,1,0
59,4,2,1,1,0,1,0
22,5,2,1,1,0,1,0
24,2,9,1,1,0,1,0
